Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Talking About This (Post) by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Project ID
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count),Lifetime: The number of unique people who created a story about your Page post by interacting with it. (Unique Users),,,"Lifetime: The number of stories created about your Page post, by action type. (Total Count)",,,"Lifetime: The number of people who matched the audience targeting on the post that clicked anywhere in the post on News Feed, by type. (Unique Users)",,,"Lifetime: The number of clicks anywhere in the post on News Feed from users that matched the audience targeting on the post, by type. (Total Count)",,,
357045034501999_613197948886705,https://www.facebook.com/weareotv/posts/613197948886705,"Join us for an EXCLUSIVE Chicago preview of the highly anticipated webseries, 195 Lewis, a dramedy series about a group of friends navigating the realities of being Black, queer, and polyamorous in New York City.  

There will also be a performance from Brooklyn / Bay Area rapper Nappy Nina!",Link,,,03/24/2017 10:21:04 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,9,,,,,,,,,None
357045034501999_612672752272558,https://www.facebook.com/weareotv/posts/612672752272558,"The #OpenTVTonight recap is here! 

Click to read a statement from Aymar Jean Christian and watch the video from a beautiful night at the Museum of Contemporary Art Chicago featuring Afternoon Snatch, Brown Girls, and Brujos !

#AfternoonSnatch #BrownGirlsTV #BrujosTV",Link,,,03/23/2017 09:57:29 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,7,,2.0,,,,,,,AS|BG|B
357045034501999_612275812312252,https://www.facebook.com/weareotv/posts/612275812312252,#opentvtonight,SharedVideo,,,03/22/2017 02:10:36 PM, ,95,84,0,182,169,0,8,7,7,0,0,175,89,0,0,7,0,0,0,0,25,26,0,0,0,194793,2,,,2,,,,7.0,,,7.0,,None
357045034501999_612248292315004,https://www.facebook.com/weareotv/videos/612248292315004/,"#NowPresenting Afternoon Snatch at #OpenTVTonight ! 

This clip features the Q&amp;A with creators Ruby Western and Kayla Ginsburg.",Video,,,03/22/2017 12:34:53 PM, ,623,495,0,1155,940,0,17,12,14,0,0,646,284,0,0,12,5,5,0,0,78,83,0,0,0,194793,5,,2.0,6,,2.0,5,8.0,,5,8.0,,AS
357045034501999_611287695744397,https://www.facebook.com/weareotv/posts/611287695744397,"&quot;The works I’m married to right now are all about gestures of resistance. My practice is about how to move when you are meant to disappear. My practice is located within a history of Black, Trans, Radical, Queer communities who have and continue to do/make art as a mode of understanding, celebration, and survival. I am a mover, deeply invested in the history of performance and the black body as performative. To make art and do art is a political and spiritual commitment for me. I am making to survive and develop a practice of appreciation, celebration, and mourning. &quot; - NIC Kay

Join us on Wednesday 3/29 at Open TV Presents: The Furies Premiere to watch NIC Kay 's BRONX CUNT TOUR, a docuseries that follows them on their international #lilBLK tour in 2016.",Link,,,03/20/2017 01:08:02 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,FR|BCT
357045034501999_611277005745466,https://www.facebook.com/weareotv/posts/611277005745466,"The recap of #OpenTVTonight is here! 
Thank you to everyone who made that night so special.

In the style of The Late Show, we screened new projects from the upcoming 2017 season, interviewed the creators, and took questions and feedback from the audience, all while DJ Hijo Pródigo spun original beats at the Museum of Contemporary Art Chicago.

Featuring: 
Artists // Kayla Ginsburg, Ruby Western, Hannah Welever, Minita Gandhi, Ricardo Gamboa, Reshmi Hazra Rustebakke

Videography // Bradley Murray 
Executive Producer // Aymar Jean Christian
Producer &amp; Set Designer // Eli Micky
Assistant Producer // Chris Walker
Assistant Editor // Sean Magner
Production Assistant // Croak Proveda
Furnishing // Humboldt House
Outfit for Aymar Jean Christian by Reformed School - Chicago, Ssavior, Cram Fashion

Filmed January 31, 2017 in the Edlis Neeson Theater, Museum of Contemporary Art Chicago

Sad you missed it? Want more? Think we're cute? Join us at our next two events: Open TV Presents: Inertia Premiere on Friday, 3/24 and Open TV Presents: The Furies Premiere on Wednesday, 3/29!",Link,,,03/20/2017 12:37:45 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,8,,3.0,,,,,,,IN|FR
357045034501999_609745902565243,https://www.facebook.com/weareotv/posts/609745902565243,Check out this video of Samantha Bailey and Fatimah Asghar talking #BrownGirlsTV from The Triibe !,Link,,,03/17/2017 10:08:05 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,,,,,,,,,None
357045034501999_609321652607668,https://www.facebook.com/weareotv/posts/609321652607668,"lil BLK returns tonight at Hamlin Park Fieldhouse Theater at 7:30pm ! 

“lil BLK” “is a solo performance inspired by my younger self’s desire to be seen and heard and the ways in which family, community and society at large attempted to make me small and tried to bring me down.” explains Nic Kay. “Mostly out of fear and wanting me to fit into the normative frame of things. But there is so much harm in this process of ‘care.’ This is what ‘lil BLK’ is about: the trying to break out of these oppressive boxes and paying homage to the journey.”

Watch the #BronxCuntTour, a series that follows NIC Kay as they took lil BLK on tour around the world in 2016. http://www.weareopen.tv/open-tv-originals/thebronxcunttour",Link,,,03/16/2017 12:37:26 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,1.0,,,,,,,None
357045034501999_609295502610283,https://www.facebook.com/weareotv/posts/609295502610283,"Short answer: yes. C'mon #SlayCoulee! #opentvcommunity 

See more of Shea Couleé in her short film, #LipstickCity http://www.weareopen.tv/lipstickcity",Link,,,03/16/2017 11:10:20 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,,,,,,,,,None
357045034501999_608856885987478,https://www.facebook.com/weareotv/posts/608856885987478,#browngirlsTV all up in Brooklyn Museum ! Thank you Kolin Mendez Photography for the shots :),Photo,,,03/15/2017 02:17:20 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,None
357045034501999_608800085993158,https://www.facebook.com/weareotv/posts/608800085993158,Yes it is!,Link,,,03/15/2017 11:31:12 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,None
357045034501999_608799439326556,https://www.facebook.com/weareotv/posts/608799439326556,#BrownGirlsTV at the Brooklyn Museum last weekend!,Photo,,,03/15/2017 11:27:50 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,None
357045034501999_608798919326608,https://www.facebook.com/weareotv/posts/608798919326608,"Fantastic and revealing talk with #BrownGirlsTV star Nabila Hossain, her first solo interview! Here she goes behind the scenes and reveals how she and director Samantha Bailey produced episode 3's much-loved coming out scene: 

&quot;The first take, in the end, I say, ‘I’ve been sleeping with women. I’m queer.’ By the time I had gotten to those sentences, I remember crying and not being able to hold back. Then I went to the bathroom, I washed up, came back and everyone gathered themselves back up, and Sam said to me, ‘Nabila, this time, instead of being afraid of what your sister will say, be proud that you’re queer.’ And that’s what made the cut, that second take where I was more, ‘I’m not scared of you, I like what I am.’ That was fun to go through.&quot;",Link,,,03/15/2017 11:25:03 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,8,,,,,,,,,None
357045034501999_608206899385810,https://www.facebook.com/weareotv/posts/608206899385810,"Please support NIC Kay 's gorgeous and important work https://www.gofundme.com/GETWELLSOONFUND and check out their returning solo show, Lil BLK by NIC Kay, starting on Thursday. 

Watch BRONX CUNT TOUR (#lilBLK), a web series by Nic that covers their experience taking lil BLK on tour last year. http://www.weareopen.tv/open-tv-originals/thebronxcunttour",Link,,,03/14/2017 10:58:52 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,BCT
357045034501999_608172982722535,https://www.facebook.com/weareotv/posts/608172982722535,"Join us at the Chicago Cultural Center for Inertia, an exploration of black thought, existence &amp; trauma ; through the lens of [MODERN Technological Narcissism]&amp;[The Civil Rights Movement] - into the premature journey of Black JOY , acceptance, Existential tyranny , Religion , Binary Codes and digital spaces of the Queer Black future. 

Inertia is a visual, musical experince by Brandon Markell Holmes!",Link,,,03/14/2017 09:28:23 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,,,,,,,,,IN|IN
357045034501999_607941839412316,https://www.facebook.com/weareotv/posts/607941839412316,#SlayCoulee! See more of her ***Flawless work: http://www.weareopen.tv/lipstickcity,Link,,,03/13/2017 08:38:04 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,7,,3.0,,,,,,,None
357045034501999_607878882751945,https://www.facebook.com/weareotv/posts/607878882751945,Watch the trailer for The Furies by King is a Fink Productions! Watch the full series with us on March 29th from 6-8pm The Furies Premiere.,Link,,,03/13/2017 05:06:34 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,12,,,,,,,,,FR|FR
357045034501999_607868199419680,https://www.facebook.com/weareotv/posts/607868199419680,"&quot;Though the series delves into heavy subject matter, it does so with a campy humor that deploys plenty of clever word play and sexual innuendo.

Plus, scenes of spell-bindings, conjurings and blood ceremonies are juxtaposed with lectures from the warlocks’ queer theory classes, which inject Brujos with a wokeness that makes it the perfect antidote for today’s political climate.&quot;

Thank you NewNowNext for covering #BrujosTV!",Link,,,03/13/2017 04:30:00 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,11,,3.0,,,,,,,B
357045034501999_607795959426904,https://www.facebook.com/weareotv/posts/607795959426904:0,"Thank you The New York Times for putting #BrujosTV on your Watchlist! 

Stream it here! http://www.weareopen.tv/open-tv-originals/brujos

Margaret Lyons writes: &quot;Action, murder, mysticism, a nonzero amount of academic material, plus enough humor to keep things moving: Brujos covers a lot of ground in its first four episodes.&quot;

#opentvoriginals
#weareopentv",Photo,,,03/13/2017 12:21:40 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,9,1.0,5.0,,,,,,,B
357045034501999_607792196093947,https://www.facebook.com/weareotv/posts/607792196093947,Thank you to Stareable for featuring #FullOutSeries!,SharedVideo,,,03/13/2017 12:07:48 PM, ,60,60,0,99,99,0,1,1,1,0,0,97,59,0,0,1,0,0,0,0,13,16,0,0,0,105695,,,,,,,,1.0,,,1.0,,None
357045034501999_607762512763582,https://www.facebook.com/weareotv/posts/607762512763582,Thank you Stareable for this feature on Full Out by King is a Fink Productions!,Link,,,03/13/2017 10:20:58 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,FO
357045034501999_606318582907975,https://www.facebook.com/weareotv/posts/606318582907975,"We love Ricardo Gamboa (creator of Brujos) for many reasons but one of the biggest is because he always delivers the truth. 

Check out the The Hoodoisie, a bi-weekly news show that aims to delivers “block-optic” and radically politicized takes on news and current events. &quot;The Hoodoisie is an accessible and entertaining attempt to center the experience and perspectives of everyday people—particularly people of color, queers and women of color, and working-class people—and encourage them to engage the discourse that shapes their lives but from which they’re often excluded.” - Gamboa 

The next Hoodoisie is this Saturday, March 11: The Hoodoisie, Logan Square (Pt. 1)",,,,03/10/2017 10:28:42 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,8,,,,,,,,,B|HD|HD
357045034501999_605833402956493,https://www.facebook.com/weareotv/posts/605833402956493,"Join us for the premiere of The Furies, by King is a Fink Productions! The Furies is a series of five dance films that explore how social prohibitions against female anger limit self-actualization for women.",Link,,,03/09/2017 11:22:41 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,11,,,,,,,,,FR|FR
357045034501999_605831566290010,https://www.facebook.com/weareotv/posts/605831566290010,"We agree! #BrownGirlsTV, which premiered an exclusive scene with Out Magazine thanks to Zach Stafford, is linked here.",Link,,,03/09/2017 11:13:41 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,None
357045034501999_605820379624462,https://www.facebook.com/weareotv/posts/605820379624462,Thank you for the #BrownGirlsTV review Black Girl Nerds !,Link,,,03/09/2017 10:28:57 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,8,,,,,,,,,None
357045034501999_605437426329424,https://www.facebook.com/weareotv/posts/605437426329424,Thank you Puja Mohindra !,Link,,,03/08/2017 02:48:15 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,None
357045034501999_605350976338069,https://www.facebook.com/weareotv/posts/605350976338069,"#BrownGirlsTV creators looking fierce in W magazine! 

Samantha Bailey says:  “Brown Girls is not every single brown girl’s experience...We’re not a monolith.”",Link,,,03/08/2017 09:21:14 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,54,,5.0,,,,,,,BG
357045034501999_604924563047377,https://www.facebook.com/weareotv/posts/604924563047377,"This #WomensHistoryMonth support our girl Jeez Loueez- The Honey Badger of Burlesque ! This weekend is the 6th Annual Jeezy's Juke Joint: A Black Burly-Q Revue, an all black burlesque and cabaret show based in Chicago. 

She stays busy so you've probably seen her all over, but you may recognize her as the host of the Brown Girls Release Party.",Link,,,03/07/2017 02:22:44 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,12,,,,,,,,,BG
357045034501999_604918779714622,https://www.facebook.com/weareotv/posts/604918779714622,Photos from the Brujos premiere on March 1st are up! Watch #BrujosTV http://www.weareopen.tv/open-tv-originals/brujos,Photo,,,03/07/2017 02:02:16 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,B
357045034501999_604881973051636,https://www.facebook.com/weareotv/posts/604881973051636:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:18:27 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881796384987,https://www.facebook.com/weareotv/posts/604881796384987:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:18:27 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881846384982,https://www.facebook.com/weareotv/posts/604881846384982:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:18:27 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604882179718282,https://www.facebook.com/weareotv/posts/604882179718282:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:18:27 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,B
357045034501999_604881683051665,https://www.facebook.com/weareotv/posts/604881683051665:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:18:27 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604882083051625,https://www.facebook.com/weareotv/posts/604882083051625:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:18:27 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604882359718264,https://www.facebook.com/weareotv/posts/604885376384629:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:10:00 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,B
357045034501999_604882306384936,https://www.facebook.com/weareotv/posts/604885409717959:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:57 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604882273051606,https://www.facebook.com/weareotv/posts/604885359717964:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:55 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604882213051612,https://www.facebook.com/weareotv/posts/604885406384626:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:51 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604882149718285,https://www.facebook.com/weareotv/posts/604885369717963:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:46 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604882016384965,https://www.facebook.com/weareotv/posts/604885249717975:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:38 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881989718301,https://www.facebook.com/weareotv/posts/604885413051292:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:37 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881939718306,https://www.facebook.com/weareotv/posts/604885353051298:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:33 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881919718308,https://www.facebook.com/weareotv/posts/604885253051308:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:31 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881789718321,https://www.facebook.com/weareotv/posts/604885343051299:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:23 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881756384991,https://www.facebook.com/weareotv/posts/604885263051307:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:22 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881736384993,https://www.facebook.com/weareotv/posts/604885396384627:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:20 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881496385017,https://www.facebook.com/weareotv/posts/604885389717961:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:07 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881469718353,https://www.facebook.com/weareotv/posts/604885386384628:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:05 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881456385021,https://www.facebook.com/weareotv/posts/604885373051296:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:03 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881403051693,https://www.facebook.com/weareotv/posts/604885319717968:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:09:00 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881333051700,https://www.facebook.com/weareotv/posts/604885259717974:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:56 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881219718378,https://www.facebook.com/weareotv/posts/604885266384640:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:51 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881196385047,https://www.facebook.com/weareotv/posts/604885279717972:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:49 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881153051718,https://www.facebook.com/weareotv/posts/604885333051300:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:47 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881099718390,https://www.facebook.com/weareotv/posts/604885276384639:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:44 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881083051725,https://www.facebook.com/weareotv/posts/604885346384632:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:43 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881026385064,https://www.facebook.com/weareotv/posts/604885403051293:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:39 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604881013051732,https://www.facebook.com/weareotv/posts/604885256384641:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:37 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604880993051734,https://www.facebook.com/weareotv/posts/604885363051297:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:36 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604880816385085,https://www.facebook.com/weareotv/posts/604885286384638:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:26 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604880776385089,https://www.facebook.com/weareotv/posts/604885293051304:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:24 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604880663051767,https://www.facebook.com/weareotv/posts/604885306384636:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:19 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604880599718440,https://www.facebook.com/weareotv/posts/604885316384635:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:16 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,B
357045034501999_604880489718451,https://www.facebook.com/weareotv/posts/604912049715295:0,Brujos Chicago Premiere,Photo,,,03/07/2017 12:08:08 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1.0,1.0,,,,,,,B
